merchant_id,state,business_segment,city_tier,acquisition_channel,onboard_date,qr_ready,first_txn,active_7d,retained_30d,high_frequency,device_deployed,qr_ready_date,first_txn_date,active_7d_date,retained_30d_date,device_deployed_date
M004414,Rajasthan,Kirana/Grocery,Tier 2,Referral,2026-03-20,1,1,0,0,0,0,2026-03-20,2026-03-27,,,
M004415,Rajasthan,Kirana/Grocery,Tier 1,Referral,2025-12-27,1,0,0,0,0,0,2025-12-30,,,,
M004416,Madhya Pradesh,Kirana/Grocery,Tier 2,Partner,2025-12-09,1,1,1,1,1,1,2025-12-10,2025-12-10,2025-12-18,2025-12-31,2026-01-19
M004417,Karnataka,Fashion/Retail,Tier 2,Organic QR,2025-12-19,0,0,0,0,0,0,,,,,
M004418,Madhya Pradesh,Food & Beverage,Tier 1,Organic QR,2025-08-27,1,1,1,1,0,1,2025-08-30,2025-08-31,2025-09-02,2025-09-19,2025-10-01
M004419,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2026-03-18,1,1,1,1,1,0,2026-03-18,2026-03-19,2026-03-25,2026-04-09,
M004420,Maharashtra,Services,Tier 3+,Partner,2025-08-08,1,1,1,1,0,0,2025-08-09,2025-08-15,2025-08-11,2025-09-02,
M004421,Maharashtra,Food & Beverage,Tier 3+,Field sales,2026-03-21,1,1,1,1,0,0,2026-03-23,2026-03-22,2026-03-28,2026-04-25,
M004422,Karnataka,Fashion/Retail,Tier 3+,Partner,2026-06-30,0,0,0,0,0,0,,,,,
M004423,Karnataka,Other,Tier 3+,Organic QR,2026-04-05,1,1,1,0,0,0,2026-04-06,2026-04-12,2026-04-11,,
M004424,Uttar Pradesh,Services,Tier 3+,Field sales,2025-12-14,1,0,0,0,0,0,2025-12-14,,,,
M004425,Bihar,Food & Beverage,Tier 2,Field sales,2025-10-23,1,1,0,0,0,0,2025-10-26,2025-10-25,,,
M004426,Karnataka,Food & Beverage,Tier 1,Field sales,2026-05-15,1,1,1,1,1,1,2026-05-17,2026-05-16,2026-05-21,2026-06-06,2026-06-11
M004427,West Bengal,Other,Tier 3+,Partner,2025-10-02,0,0,0,0,0,0,,,,,
M004428,Maharashtra,Food & Beverage,Tier 2,Field sales,2025-12-24,1,0,0,0,0,0,2025-12-26,,,,
M004429,Rajasthan,Kirana/Grocery,Tier 2,Field sales,2026-04-08,0,0,0,0,0,0,,,,,
M004430,West Bengal,Other,Tier 3+,Field sales,2026-06-02,1,1,1,1,0,0,2026-06-02,2026-06-09,2026-06-09,2026-07-03,
M004431,Madhya Pradesh,Other,Tier 2,Field sales,2026-06-02,1,0,0,0,0,0,2026-06-03,,,,
M004432,Rajasthan,Food & Beverage,Tier 3+,Field sales,2025-08-02,1,1,1,1,1,0,2025-08-05,2025-08-03,2025-08-08,2025-08-22,
M004433,Bihar,Food & Beverage,Tier 2,Field sales,2026-05-24,0,0,0,0,0,0,,,,,
M004434,Maharashtra,Pharmacy,Tier 1,Partner,2025-08-11,1,1,0,0,0,0,2025-08-12,2025-08-16,,,
M004435,Maharashtra,Fashion/Retail,Tier 3+,Partner,2026-01-30,1,1,1,1,1,1,2026-01-30,2026-02-04,2026-02-06,2026-02-20,2026-03-19
M004436,Uttar Pradesh,Services,Tier 3+,Online,2026-06-05,1,1,1,1,1,0,2026-06-08,2026-06-07,2026-06-14,2026-06-27,
M004437,Maharashtra,Food & Beverage,Tier 2,Field sales,2026-02-25,1,1,1,1,1,0,2026-02-26,2026-03-02,2026-02-28,2026-03-23,
M004438,Telangana,Food & Beverage,Tier 2,Field sales,2026-06-11,1,1,1,0,0,0,2026-06-12,2026-06-17,2026-06-21,,
M004439,Karnataka,Food & Beverage,Tier 1,Field sales,2025-11-03,1,1,1,1,1,1,2025-11-03,2025-11-07,2025-11-08,2025-11-23,2025-11-23
M004440,West Bengal,Kirana/Grocery,Tier 1,Partner,2025-10-23,0,0,0,0,0,0,,,,,
M004441,West Bengal,Fashion/Retail,Tier 1,Field sales,2025-10-28,1,1,1,1,0,0,2025-10-29,2025-11-03,2025-11-05,2025-11-17,
M004442,Madhya Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-11-07,0,0,0,0,0,0,,,,,
M004443,Bihar,Food & Beverage,Tier 2,Organic QR,2026-03-07,1,1,1,1,1,1,2026-03-10,2026-03-09,2026-03-15,2026-03-30,2026-04-12
M004444,Maharashtra,Fashion/Retail,Tier 2,Field sales,2025-12-13,1,1,1,1,0,1,2025-12-16,2025-12-14,2025-12-23,2026-01-14,2026-03-10
M004445,Maharashtra,Food & Beverage,Tier 1,Organic QR,2026-03-27,1,1,1,0,0,0,2026-03-30,2026-03-30,2026-04-06,,
M004446,Rajasthan,Kirana/Grocery,Tier 2,Partner,2025-11-29,1,1,1,1,1,0,2025-12-01,2025-11-30,2025-12-03,2025-12-24,
M004447,Rajasthan,Other,Tier 1,Referral,2025-10-21,1,1,1,1,1,0,2025-10-23,2025-10-21,2025-10-28,2025-11-11,
M004448,Telangana,Kirana/Grocery,Tier 1,Organic QR,2025-09-08,1,1,1,1,0,1,2025-09-11,2025-09-09,2025-09-18,2025-09-29,2025-10-09
M004449,Uttar Pradesh,Fashion/Retail,Tier 3+,Field sales,2026-01-18,1,0,0,0,0,0,2026-01-18,,,,
M004450,Uttar Pradesh,Kirana/Grocery,Tier 3+,Organic QR,2026-05-24,1,1,1,1,0,0,2026-05-25,2026-05-24,2026-05-27,2026-06-14,
M004451,Karnataka,Food & Beverage,Tier 3+,Field sales,2026-05-10,1,1,1,1,1,0,2026-05-10,2026-05-12,2026-05-18,2026-06-14,
M004452,Telangana,Services,Tier 1,Field sales,2025-10-01,1,0,0,0,0,0,2025-10-04,,,,
M004453,Uttar Pradesh,Food & Beverage,Tier 3+,Organic QR,2025-12-22,1,1,1,0,0,0,2025-12-24,2025-12-24,2025-12-31,,
M004454,Rajasthan,Services,Tier 1,Field sales,2026-03-15,0,0,0,0,0,0,,,,,
M004455,West Bengal,Kirana/Grocery,Tier 2,Field sales,2026-02-09,1,1,1,1,1,1,2026-02-12,2026-02-09,2026-02-15,2026-03-07,2026-03-14
M004456,Uttar Pradesh,Services,Tier 3+,Partner,2025-07-25,0,0,0,0,0,0,,,,,
M004457,Bihar,Kirana/Grocery,Tier 2,Referral,2026-02-01,0,0,0,0,0,0,,,,,
M004458,Madhya Pradesh,Fashion/Retail,Tier 3+,Field sales,2025-07-15,0,0,0,0,0,0,,,,,
M004459,Maharashtra,Services,Tier 3+,Organic QR,2025-08-12,1,1,1,1,0,0,2025-08-14,2025-08-17,2025-08-18,2025-09-03,
M004460,Rajasthan,Food & Beverage,Tier 1,Online,2026-02-24,1,1,1,0,0,0,2026-02-26,2026-02-27,2026-03-02,,
M004461,Uttar Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-08-07,1,1,0,0,0,0,2025-08-09,2025-08-09,,,
M004462,Uttar Pradesh,Services,Tier 3+,Partner,2025-11-01,1,1,1,1,0,0,2025-11-04,2025-11-02,2025-11-09,2025-11-23,
M004463,Maharashtra,Services,Tier 2,Field sales,2026-01-31,1,1,1,1,0,0,2026-02-03,2026-02-03,2026-02-04,2026-03-05,
M004464,West Bengal,Kirana/Grocery,Tier 1,Online,2026-02-25,1,0,0,0,0,0,2026-02-26,,,,
M004465,West Bengal,Pharmacy,Tier 1,Field sales,2025-12-10,1,1,0,0,0,0,2025-12-12,2025-12-16,,,
M004466,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2025-08-04,1,1,1,0,0,0,2025-08-06,2025-08-04,2025-08-08,,
M004467,Karnataka,Kirana/Grocery,Tier 1,Online,2026-04-18,1,1,1,1,0,0,2026-04-18,2026-04-20,2026-04-21,2026-05-21,
M004468,Karnataka,Pharmacy,Tier 3+,Partner,2026-06-12,0,0,0,0,0,0,,,,,
M004469,Madhya Pradesh,Kirana/Grocery,Tier 2,Field sales,2026-05-21,1,1,1,0,0,0,2026-05-23,2026-05-24,2026-05-30,,
M004470,Rajasthan,Kirana/Grocery,Tier 1,Referral,2026-03-31,1,1,0,0,0,0,2026-04-01,2026-04-05,,,
M004471,Maharashtra,Services,Tier 2,Online,2025-11-24,1,1,1,1,0,1,2025-11-27,2025-11-30,2025-12-03,2025-12-25,2025-12-13
M004472,Madhya Pradesh,Pharmacy,Tier 3+,Organic QR,2026-05-16,0,0,0,0,0,0,,,,,
M004473,Telangana,Kirana/Grocery,Tier 2,Field sales,2025-12-26,1,1,1,1,0,0,2025-12-29,2025-12-31,2025-12-31,2026-01-23,
M004474,Uttar Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-08-19,0,0,0,0,0,0,,,,,
M004475,Uttar Pradesh,Food & Beverage,Tier 1,Online,2026-05-07,1,1,1,1,0,0,2026-05-09,2026-05-11,2026-05-14,2026-06-08,
M004476,Uttar Pradesh,Services,Tier 3+,Field sales,2025-10-25,1,1,1,0,0,0,2025-10-25,2025-10-31,2025-11-02,,
M004477,Uttar Pradesh,Food & Beverage,Tier 2,Field sales,2026-06-08,1,0,0,0,0,0,2026-06-11,,,,
M004478,Karnataka,Services,Tier 2,Field sales,2025-11-12,1,1,1,0,0,0,2025-11-13,2025-11-17,2025-11-16,,
M004479,Uttar Pradesh,Pharmacy,Tier 1,Field sales,2026-05-14,0,0,0,0,0,0,,,,,
M004480,West Bengal,Other,Tier 2,Organic QR,2026-01-13,1,1,1,1,1,0,2026-01-14,2026-01-16,2026-01-19,2026-02-09,
M004481,Uttar Pradesh,Food & Beverage,Tier 3+,Organic QR,2025-12-18,1,1,0,0,0,0,2025-12-20,2025-12-23,,,
M004482,West Bengal,Kirana/Grocery,Tier 1,Field sales,2025-10-17,1,1,1,1,1,0,2025-10-19,2025-10-20,2025-10-22,2025-11-09,
M004483,Uttar Pradesh,Kirana/Grocery,Tier 3+,Field sales,2026-05-02,0,0,0,0,0,0,,,,,
M004484,Bihar,Kirana/Grocery,Tier 3+,Field sales,2025-07-23,1,1,1,1,1,1,2025-07-26,2025-07-30,2025-07-28,2025-08-18,2025-10-13
M004485,Karnataka,Food & Beverage,Tier 1,Field sales,2025-12-19,0,0,0,0,0,0,,,,,
M004486,Madhya Pradesh,Fashion/Retail,Tier 3+,Field sales,2025-11-12,1,1,0,0,0,0,2025-11-13,2025-11-14,,,
M004487,Karnataka,Food & Beverage,Tier 2,Partner,2026-01-15,1,1,1,0,0,0,2026-01-17,2026-01-20,2026-01-23,,
M004488,Maharashtra,Kirana/Grocery,Tier 2,Field sales,2025-10-01,1,0,0,0,0,0,2025-10-04,,,,
M004489,Maharashtra,Services,Tier 1,Field sales,2026-02-28,1,0,0,0,0,0,2026-03-02,,,,
M004490,Maharashtra,Other,Tier 3+,Organic QR,2025-11-18,0,0,0,0,0,0,,,,,
M004491,West Bengal,Kirana/Grocery,Tier 2,Partner,2025-09-07,1,1,1,1,1,0,2025-09-09,2025-09-07,2025-09-11,2025-10-12,
M004492,West Bengal,Fashion/Retail,Tier 3+,Partner,2025-09-10,0,0,0,0,0,0,,,,,
M004493,Bihar,Fashion/Retail,Tier 1,Online,2026-03-12,0,0,0,0,0,0,,,,,
M004494,Maharashtra,Food & Beverage,Tier 1,Field sales,2025-10-04,1,1,0,0,0,0,2025-10-07,2025-10-09,,,
M004495,West Bengal,Services,Tier 3+,Field sales,2025-10-21,1,1,1,1,1,0,2025-10-24,2025-10-22,2025-10-25,2025-11-16,
M004496,Bihar,Food & Beverage,Tier 2,Field sales,2026-02-14,1,0,0,0,0,0,2026-02-16,,,,
M004497,Telangana,Kirana/Grocery,Tier 1,Field sales,2025-10-29,1,1,1,0,0,0,2025-11-01,2025-11-02,2025-11-07,,
M004498,Uttar Pradesh,Food & Beverage,Tier 3+,Online,2025-11-19,1,1,1,0,0,0,2025-11-20,2025-11-20,2025-11-23,,
M004499,Rajasthan,Kirana/Grocery,Tier 1,Organic QR,2025-09-28,1,1,1,0,0,0,2025-09-30,2025-09-28,2025-10-04,,
M004500,Maharashtra,Pharmacy,Tier 3+,Referral,2025-11-04,1,0,0,0,0,0,2025-11-04,,,,
M004501,Uttar Pradesh,Fashion/Retail,Tier 3+,Online,2026-03-10,1,1,1,1,0,0,2026-03-10,2026-03-15,2026-03-18,2026-04-02,
M004502,Bihar,Food & Beverage,Tier 1,Referral,2026-01-11,0,0,0,0,0,0,,,,,
M004503,Karnataka,Services,Tier 2,Organic QR,2026-06-30,1,1,1,1,1,0,2026-07-01,2026-07-05,2026-07-06,2026-07-29,
M004504,Uttar Pradesh,Kirana/Grocery,Tier 3+,Online,2026-04-08,1,1,1,1,0,1,2026-04-10,2026-04-14,2026-04-14,2026-04-28,2026-05-05
M004505,Uttar Pradesh,Kirana/Grocery,Tier 3+,Organic QR,2025-07-07,1,1,1,1,0,0,2025-07-08,2025-07-13,2025-07-10,2025-08-04,
M004506,Bihar,Services,Tier 2,Field sales,2025-11-16,1,0,0,0,0,0,2025-11-18,,,,
M004507,West Bengal,Kirana/Grocery,Tier 2,Organic QR,2025-10-14,1,1,1,1,0,0,2025-10-15,2025-10-17,2025-10-20,2025-11-05,
M004508,Madhya Pradesh,Fashion/Retail,Tier 2,Online,2026-01-31,1,1,0,0,0,0,2026-01-31,2026-02-07,,,
M004509,Rajasthan,Kirana/Grocery,Tier 1,Referral,2025-10-05,0,0,0,0,0,0,,,,,
M004510,Rajasthan,Fashion/Retail,Tier 2,Organic QR,2026-06-18,1,1,1,1,1,0,2026-06-20,2026-06-24,2026-06-22,2026-07-08,
M004511,Rajasthan,Food & Beverage,Tier 2,Online,2025-10-18,1,0,0,0,0,0,2025-10-18,,,,
M004512,Uttar Pradesh,Food & Beverage,Tier 2,Organic QR,2026-01-07,1,1,1,1,1,0,2026-01-08,2026-01-07,2026-01-11,2026-02-01,
M004513,Maharashtra,Pharmacy,Tier 2,Partner,2025-08-14,1,0,0,0,0,0,2025-08-17,,,,
M004514,Bihar,Services,Tier 3+,Field sales,2026-05-29,1,1,1,1,1,0,2026-05-29,2026-05-31,2026-06-03,2026-06-29,
M004515,Bihar,Kirana/Grocery,Tier 1,Field sales,2026-05-29,1,0,0,0,0,0,2026-05-30,,,,
M004516,Uttar Pradesh,Fashion/Retail,Tier 1,Field sales,2026-04-16,1,1,1,1,0,1,2026-04-18,2026-04-21,2026-04-24,2026-05-07,2026-06-30
M004517,Madhya Pradesh,Food & Beverage,Tier 1,Online,2025-11-06,1,0,0,0,0,0,2025-11-09,,,,
M004518,Rajasthan,Kirana/Grocery,Tier 1,Online,2025-07-22,1,1,1,1,1,0,2025-07-23,2025-07-27,2025-07-25,2025-08-12,
M004519,Telangana,Food & Beverage,Tier 3+,Field sales,2026-03-17,1,1,1,1,1,0,2026-03-18,2026-03-23,2026-03-20,2026-04-18,
M004520,Maharashtra,Services,Tier 2,Field sales,2025-12-04,1,1,1,0,0,0,2025-12-04,2025-12-08,2025-12-11,,
M004521,Maharashtra,Services,Tier 1,Field sales,2026-06-27,1,1,0,0,0,0,2026-06-30,2026-06-30,,,
M004522,Telangana,Fashion/Retail,Tier 3+,Referral,2026-03-12,1,1,1,1,0,0,2026-03-12,2026-03-13,2026-03-19,2026-04-15,
M004523,Uttar Pradesh,Services,Tier 1,Organic QR,2026-01-13,0,0,0,0,0,0,,,,,
M004524,Maharashtra,Kirana/Grocery,Tier 2,Organic QR,2026-06-26,1,1,0,0,0,0,2026-06-28,2026-07-03,,,
M004525,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2026-04-19,0,0,0,0,0,0,,,,,
M004526,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2025-12-15,1,1,1,1,1,0,2025-12-18,2025-12-18,2025-12-19,2026-01-12,
M004527,Madhya Pradesh,Pharmacy,Tier 1,Online,2025-07-07,1,1,0,0,0,0,2025-07-09,2025-07-13,,,
M004528,Bihar,Kirana/Grocery,Tier 3+,Organic QR,2025-08-03,1,1,0,0,0,0,2025-08-05,2025-08-10,,,
M004529,Uttar Pradesh,Services,Tier 2,Field sales,2025-12-09,1,1,0,0,0,0,2025-12-11,2025-12-14,,,
M004530,Maharashtra,Services,Tier 2,Field sales,2026-01-22,0,0,0,0,0,0,,,,,
M004531,Maharashtra,Fashion/Retail,Tier 1,Field sales,2025-07-12,1,1,1,1,1,0,2025-07-13,2025-07-13,2025-07-15,2025-08-08,
M004532,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2025-08-16,1,1,0,0,0,0,2025-08-18,2025-08-20,,,
M004533,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2026-03-15,1,1,1,1,0,0,2026-03-18,2026-03-18,2026-03-23,2026-04-18,
M004534,Maharashtra,Other,Tier 3+,Partner,2026-04-01,1,1,0,0,0,0,2026-04-03,2026-04-05,,,
M004535,Telangana,Services,Tier 3+,Field sales,2025-07-11,1,1,1,1,0,1,2025-07-11,2025-07-13,2025-07-21,2025-08-04,2025-07-31
M004536,West Bengal,Food & Beverage,Tier 3+,Organic QR,2026-01-02,1,0,0,0,0,0,2026-01-02,,,,
M004537,Uttar Pradesh,Pharmacy,Tier 3+,Organic QR,2025-07-30,0,0,0,0,0,0,,,,,
M004538,Madhya Pradesh,Other,Tier 1,Field sales,2026-03-22,1,1,1,0,0,0,2026-03-24,2026-03-23,2026-03-30,,
M004539,Maharashtra,Kirana/Grocery,Tier 1,Organic QR,2026-05-01,1,1,1,1,0,0,2026-05-02,2026-05-06,2026-05-05,2026-05-30,
M004540,Karnataka,Other,Tier 2,Online,2026-05-14,1,1,0,0,0,0,2026-05-15,2026-05-21,,,
M004541,West Bengal,Kirana/Grocery,Tier 1,Field sales,2026-02-04,1,1,0,0,0,0,2026-02-07,2026-02-04,,,
M004542,Uttar Pradesh,Other,Tier 3+,Referral,2026-02-15,1,0,0,0,0,0,2026-02-15,,,,
M004543,Rajasthan,Kirana/Grocery,Tier 3+,Field sales,2026-06-04,1,1,0,0,0,0,2026-06-07,2026-06-05,,,
M004544,West Bengal,Kirana/Grocery,Tier 2,Field sales,2026-02-09,0,0,0,0,0,0,,,,,
M004545,Uttar Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-12-10,1,1,1,1,0,1,2025-12-12,2025-12-13,2025-12-16,2025-12-30,2026-01-14
M004546,Telangana,Fashion/Retail,Tier 3+,Partner,2026-04-02,1,0,0,0,0,0,2026-04-05,,,,
M004547,Uttar Pradesh,Other,Tier 2,Organic QR,2026-02-01,1,0,0,0,0,0,2026-02-02,,,,
M004548,Maharashtra,Kirana/Grocery,Tier 2,Referral,2026-05-04,1,0,0,0,0,0,2026-05-07,,,,
M004549,Maharashtra,Food & Beverage,Tier 2,Field sales,2026-01-08,1,1,1,0,0,0,2026-01-08,2026-01-13,2026-01-17,,
M004550,Maharashtra,Kirana/Grocery,Tier 1,Partner,2026-05-14,1,1,1,1,0,1,2026-05-17,2026-05-16,2026-05-18,2026-06-04,2026-05-24
M004551,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2025-07-17,1,1,1,0,0,0,2025-07-17,2025-07-21,2025-07-20,,
M004552,Rajasthan,Fashion/Retail,Tier 1,Field sales,2025-07-14,1,1,1,1,0,0,2025-07-17,2025-07-16,2025-07-23,2025-08-08,
M004553,Karnataka,Kirana/Grocery,Tier 2,Partner,2025-08-06,0,0,0,0,0,0,,,,,
M004554,Karnataka,Other,Tier 1,Field sales,2026-01-20,0,0,0,0,0,0,,,,,
M004555,Bihar,Other,Tier 1,Field sales,2026-03-16,1,1,1,1,1,1,2026-03-18,2026-03-18,2026-03-24,2026-04-13,2026-05-16
M004556,West Bengal,Kirana/Grocery,Tier 1,Organic QR,2025-09-17,0,0,0,0,0,0,,,,,
M004557,Karnataka,Services,Tier 1,Partner,2025-08-26,1,1,1,1,0,1,2025-08-29,2025-08-29,2025-09-05,2025-09-15,2025-11-03
M004558,Telangana,Other,Tier 3+,Partner,2026-05-11,1,1,0,0,0,0,2026-05-14,2026-05-14,,,
M004559,Madhya Pradesh,Fashion/Retail,Tier 3+,Field sales,2026-03-31,1,1,1,1,0,0,2026-03-31,2026-04-02,2026-04-06,2026-04-21,
M004560,West Bengal,Pharmacy,Tier 1,Field sales,2026-02-22,1,1,0,0,0,0,2026-02-23,2026-02-23,,,
M004561,West Bengal,Kirana/Grocery,Tier 1,Field sales,2025-12-26,1,1,0,0,0,0,2025-12-28,2025-12-30,,,
M004562,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2025-12-01,1,0,0,0,0,0,2025-12-01,,,,
M004563,Maharashtra,Fashion/Retail,Tier 1,Field sales,2025-07-08,1,1,1,0,0,0,2025-07-08,2025-07-14,2025-07-16,,
M004564,Uttar Pradesh,Food & Beverage,Tier 2,Field sales,2025-09-07,1,0,0,0,0,0,2025-09-09,,,,
M004565,Karnataka,Services,Tier 1,Organic QR,2026-05-24,1,1,1,0,0,0,2026-05-24,2026-05-26,2026-05-30,,
M004566,West Bengal,Pharmacy,Tier 2,Organic QR,2025-11-01,0,0,0,0,0,0,,,,,
M004567,Maharashtra,Food & Beverage,Tier 3+,Field sales,2026-03-15,1,0,0,0,0,0,2026-03-16,,,,
M004568,Rajasthan,Kirana/Grocery,Tier 1,Field sales,2026-03-14,1,0,0,0,0,0,2026-03-16,,,,
M004569,West Bengal,Food & Beverage,Tier 3+,Field sales,2025-10-21,1,1,0,0,0,0,2025-10-24,2025-10-23,,,
M004570,West Bengal,Fashion/Retail,Tier 3+,Field sales,2025-09-13,0,0,0,0,0,0,,,,,
M004571,Rajasthan,Food & Beverage,Tier 3+,Referral,2026-03-10,1,1,1,1,1,1,2026-03-13,2026-03-17,2026-03-18,2026-04-01,2026-05-30
M004572,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2025-08-04,1,1,1,0,0,0,2025-08-04,2025-08-06,2025-08-12,,
M004573,Maharashtra,Other,Tier 3+,Field sales,2025-12-28,1,1,0,0,0,0,2025-12-28,2025-12-31,,,
M004574,Telangana,Pharmacy,Tier 2,Online,2026-05-21,1,1,1,0,0,0,2026-05-21,2026-05-23,2026-05-25,,
M004575,Maharashtra,Services,Tier 3+,Organic QR,2026-03-17,1,1,1,1,1,0,2026-03-20,2026-03-18,2026-03-26,2026-04-21,
M004576,West Bengal,Fashion/Retail,Tier 1,Field sales,2026-04-05,0,0,0,0,0,0,,,,,
M004577,West Bengal,Food & Beverage,Tier 3+,Referral,2025-07-31,1,0,0,0,0,0,2025-07-31,,,,
M004578,Maharashtra,Other,Tier 2,Partner,2025-09-11,1,1,1,1,0,1,2025-09-12,2025-09-14,2025-09-17,2025-10-05,2025-09-28
M004579,Maharashtra,Fashion/Retail,Tier 1,Online,2025-10-09,0,0,0,0,0,0,,,,,
M004580,Telangana,Kirana/Grocery,Tier 1,Online,2025-10-15,1,1,1,1,1,1,2025-10-15,2025-10-17,2025-10-21,2025-11-14,2025-12-31
M004581,Karnataka,Food & Beverage,Tier 1,Partner,2025-09-09,1,1,1,1,1,0,2025-09-12,2025-09-11,2025-09-12,2025-10-13,
M004582,Madhya Pradesh,Kirana/Grocery,Tier 2,Field sales,2026-06-20,1,1,1,0,0,0,2026-06-23,2026-06-26,2026-06-25,,
M004583,Maharashtra,Services,Tier 1,Organic QR,2025-08-30,1,0,0,0,0,0,2025-09-01,,,,
M004584,Madhya Pradesh,Services,Tier 1,Field sales,2026-03-16,1,1,1,0,0,0,2026-03-19,2026-03-23,2026-03-19,,
M004585,Uttar Pradesh,Services,Tier 1,Organic QR,2026-01-31,1,1,1,0,0,0,2026-02-02,2026-01-31,2026-02-10,,
M004586,Telangana,Other,Tier 2,Online,2026-02-08,1,1,1,1,0,0,2026-02-10,2026-02-09,2026-02-14,2026-03-05,
M004587,Maharashtra,Food & Beverage,Tier 1,Field sales,2025-09-17,0,0,0,0,0,0,,,,,
M004588,West Bengal,Fashion/Retail,Tier 1,Online,2025-10-21,1,0,0,0,0,0,2025-10-22,,,,
M004589,Rajasthan,Services,Tier 1,Organic QR,2026-02-07,1,0,0,0,0,0,2026-02-10,,,,
M004590,Uttar Pradesh,Services,Tier 2,Field sales,2025-10-18,1,1,0,0,0,0,2025-10-19,2025-10-21,,,
M004591,Telangana,Kirana/Grocery,Tier 1,Online,2026-03-11,0,0,0,0,0,0,,,,,
M004592,West Bengal,Services,Tier 3+,Organic QR,2025-07-15,1,1,0,0,0,0,2025-07-15,2025-07-19,,,
M004593,Madhya Pradesh,Services,Tier 1,Organic QR,2025-07-27,1,1,1,1,1,1,2025-07-29,2025-08-03,2025-07-31,2025-08-18,2025-09-06
M004594,Madhya Pradesh,Kirana/Grocery,Tier 1,Organic QR,2026-03-23,0,0,0,0,0,0,,,,,
M004595,Rajasthan,Fashion/Retail,Tier 2,Field sales,2026-02-11,1,1,1,1,1,1,2026-02-11,2026-02-17,2026-02-16,2026-03-12,2026-03-01
M004596,West Bengal,Food & Beverage,Tier 3+,Field sales,2025-07-16,0,0,0,0,0,0,,,,,
M004597,Karnataka,Food & Beverage,Tier 2,Partner,2026-05-25,1,0,0,0,0,0,2026-05-27,,,,
M004598,Bihar,Fashion/Retail,Tier 1,Online,2025-07-02,1,1,1,1,0,1,2025-07-04,2025-07-02,2025-07-10,2025-07-27,2025-09-02
M004599,Uttar Pradesh,Food & Beverage,Tier 2,Partner,2026-06-14,1,1,1,0,0,0,2026-06-15,2026-06-19,2026-06-22,,
M004600,Rajasthan,Services,Tier 2,Referral,2026-03-24,0,0,0,0,0,0,,,,,
M004601,West Bengal,Services,Tier 2,Referral,2026-06-26,1,1,0,0,0,0,2026-06-26,2026-07-03,,,
M004602,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2026-06-12,1,1,1,1,1,1,2026-06-13,2026-06-13,2026-06-19,2026-07-14,2026-07-19
M004603,Uttar Pradesh,Food & Beverage,Tier 3+,Referral,2025-10-23,1,1,1,0,0,0,2025-10-25,2025-10-25,2025-11-02,,
M004604,Uttar Pradesh,Kirana/Grocery,Tier 2,Referral,2026-04-03,1,1,1,0,0,0,2026-04-05,2026-04-05,2026-04-13,,
M004605,West Bengal,Kirana/Grocery,Tier 1,Field sales,2025-09-15,1,1,1,1,1,0,2025-09-15,2025-09-16,2025-09-21,2025-10-20,
M004606,West Bengal,Services,Tier 2,Organic QR,2025-12-20,1,1,1,1,0,0,2025-12-20,2025-12-23,2025-12-28,2026-01-24,
M004607,Bihar,Kirana/Grocery,Tier 3+,Partner,2025-09-26,1,1,0,0,0,0,2025-09-29,2025-10-02,,,
M004608,Maharashtra,Other,Tier 3+,Online,2025-12-25,1,1,0,0,0,0,2025-12-25,2025-12-25,,,
M004609,Telangana,Food & Beverage,Tier 1,Online,2026-05-15,1,1,1,1,0,1,2026-05-18,2026-05-18,2026-05-19,2026-06-10,2026-07-21
M004610,West Bengal,Kirana/Grocery,Tier 1,Organic QR,2025-12-07,1,1,0,0,0,0,2025-12-07,2025-12-14,,,
M004611,Bihar,Other,Tier 1,Referral,2025-08-03,1,1,0,0,0,0,2025-08-04,2025-08-03,,,
M004612,Bihar,Food & Beverage,Tier 3+,Organic QR,2025-10-27,1,1,1,0,0,0,2025-10-30,2025-11-02,2025-10-30,,
M004613,Rajasthan,Services,Tier 2,Online,2026-04-14,1,1,0,0,0,0,2026-04-14,2026-04-19,,,
M004614,Uttar Pradesh,Pharmacy,Tier 2,Partner,2026-01-07,1,1,0,0,0,0,2026-01-10,2026-01-08,,,
M004615,Uttar Pradesh,Fashion/Retail,Tier 2,Online,2026-01-21,1,1,0,0,0,0,2026-01-21,2026-01-27,,,
M004616,Madhya Pradesh,Kirana/Grocery,Tier 1,Online,2025-12-05,1,1,1,1,1,0,2025-12-05,2025-12-06,2025-12-09,2026-01-04,
M004617,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2025-10-15,1,1,1,1,1,0,2025-10-16,2025-10-18,2025-10-21,2025-11-11,
